,HomeTeam,AwayTeam,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTGS,ATGS,HTGC,ATGC,HomeTeam_0,HomeTeam_1,HomeTeam_2,HomeTeam_3,HomeTeam_4,HomeTeam_5,AwayTeam_0,AwayTeam_1,AwayTeam_2,AwayTeam_3,AwayTeam_4,AwayTeam_5
169,Aston Villa,Man City,D,0,0,D,10,9,5,4,8,16,5,4,2,1,1,0,19,18,14,30,0,1,0,1,0,0,0,0,0,0,0,1
170,Derby,Coventry,H,1,0,H,4,14,3,5,17,10,3,5,1,3,0,0,20,16,35,32,0,0,0,1,0,0,0,1,0,0,1,0
171,Everton,West Ham,D,0,0,D,15,9,5,4,10,7,9,7,1,2,0,0,19,23,28,18,0,0,1,1,1,1,0,0,0,0,1,0
172,Ipswich,Southampton,H,0,1,A,15,13,7,4,11,12,6,1,1,2,0,0,24,22,17,28,0,0,1,1,0,1,0,0,0,1,0,0
173,Leeds,Sunderland,H,1,0,H,17,17,8,6,16,20,8,5,3,4,0,0,24,18,23,16,0,0,0,1,0,1,0,1,0,0,0,0
174,Leicester,Charlton,H,1,1,D,9,12,5,8,11,16,5,5,1,2,0,0,17,24,13,27,0,0,0,1,1,0,0,0,1,1,1,1
175,Middlesbrough,Chelsea,H,0,0,D,7,9,4,3,14,16,3,5,0,2,0,0,19,32,28,24,0,0,1,1,1,0,0,0,1,1,0,0
176,Newcastle,Bradford,H,1,0,H,17,7,6,3,16,17,4,3,0,2,0,0,18,12,21,28,0,1,0,0,0,1,0,0,0,1,1,1
177,Man United,Liverpool,A,0,1,A,6,9,4,4,10,11,9,2,1,0,1,0,44,32,13,24,0,0,1,0,1,0,0,0,1,0,1,1
178,Tottenham,Arsenal,D,1,0,H,8,17,4,10,20,14,3,7,2,1,0,0,25,29,26,13,0,0,1,0,0,1,0,0,1,0,0,0
179,Coventry,Southampton,D,1,0,H,12,10,5,2,12,13,8,6,1,1,0,0,16,22,32,28,0,0,0,0,1,1,0,0,0,1,0,0
180,Charlton,Everton,H,1,0,H,10,10,7,4,15,21,13,6,1,4,0,0,25,20,30,29,0,0,0,0,0,1,0,0,0,1,0,1
181,Chelsea,Bradford,H,1,0,H,17,7,8,1,8,12,5,4,0,1,0,0,32,13,25,30,0,0,0,0,1,0,0,0,0,1,1,1
182,Derby,Newcastle,H,1,0,H,8,8,5,4,17,16,2,3,1,2,0,0,21,20,35,22,0,0,0,1,0,0,0,0,1,0,1,0
183,Leeds,Aston Villa,A,0,1,A,15,8,5,5,18,18,10,2,1,4,0,0,25,23,25,17,0,0,0,1,0,1,0,0,0,1,1,0
184,Leicester,West Ham,H,1,1,D,11,11,6,4,7,5,6,5,1,0,0,0,20,24,14,19,0,0,0,1,1,0,0,0,0,0,1,0
185,Liverpool,Arsenal,H,1,0,H,12,12,6,6,18,14,6,3,2,0,0,0,33,30,24,14,0,0,0,1,1,1,0,0,1,0,0,0
186,Man United,Ipswich,H,2,0,H,20,5,4,3,7,8,11,3,0,1,0,0,44,27,14,18,0,0,1,0,1,0,0,0,1,0,0,1
187,Sunderland,Man City,H,1,0,H,9,9,5,3,14,18,8,6,2,2,0,0,18,25,18,32,0,0,1,0,0,0,0,0,0,0,0,1
188,Tottenham,Middlesbrough,D,0,0,D,16,5,8,0,22,13,8,4,2,3,0,0,26,20,27,28,0,0,1,0,0,1,0,0,0,0,1,1
189,Arsenal,Leicester,H,1,0,H,27,2,15,2,14,11,14,0,0,0,0,0,30,20,14,14,0,0,1,0,1,1,0,1,0,0,1,1
190,Aston Villa,Man United,A,0,0,D,6,14,3,3,15,16,2,4,1,2,0,0,23,46,18,14,0,1,0,1,0,0,0,0,1,1,0,1
191,Bradford,Sunderland,A,0,1,A,11,16,3,11,17,17,9,8,2,0,0,0,13,19,33,18,0,0,1,1,0,0,0,1,0,0,0,0
192,Everton,Coventry,A,0,0,D,17,10,9,5,14,16,5,2,2,1,0,0,20,17,30,34,0,0,1,1,1,1,0,1,0,0,1,0
193,Ipswich,Chelsea,D,1,2,A,19,7,13,4,5,9,8,2,0,4,0,0,27,35,20,25,0,0,1,1,0,1,0,0,1,1,0,0
194,Man City,Derby,D,0,0,D,15,14,7,3,15,14,7,7,2,2,0,0,25,23,33,35,0,1,0,0,0,0,0,1,0,0,0,1
195,Middlesbrough,Liverpool,H,1,0,H,7,11,2,5,7,9,2,6,2,2,0,0,20,37,28,24,0,0,1,1,1,0,0,0,1,0,1,1
196,Newcastle,Leeds,H,2,1,H,13,8,4,5,23,17,7,2,4,2,0,0,20,26,24,27,0,1,0,0,0,1,0,1,0,1,0,0
197,West Ham,Charlton,H,3,0,H,17,12,10,8,19,11,5,8,1,0,0,0,25,26,21,30,0,1,0,0,1,1,0,0,1,1,1,1
198,Southampton,Tottenham,H,2,0,H,17,7,6,2,17,13,4,4,1,3,0,0,24,26,32,27,0,1,0,0,1,0,0,0,1,1,1,0
199,Arsenal,Sunderland,D,2,0,H,17,14,9,7,14,18,11,1,0,3,0,0,30,19,18,18,0,0,1,0,1,1,0,1,0,0,0,0
200,Ipswich,Tottenham,H,1,0,H,18,6,9,3,13,17,10,5,0,0,0,0,29,26,22,29,0,0,1,1,0,1,0,0,1,1,1,0
201,Man City,Charlton,A,0,2,A,8,13,1,8,11,14,7,4,1,2,0,0,25,26,33,35,0,1,0,0,0,0,0,0,1,1,1,1
202,Middlesbrough,Coventry,D,0,1,A,14,9,6,3,9,16,4,3,1,3,0,0,21,19,28,35,0,0,1,1,1,0,0,1,0,0,1,0
203,Newcastle,Man United,D,0,1,A,14,8,4,6,13,10,6,3,2,3,0,0,22,47,25,14,0,1,0,0,0,1,0,0,1,1,0,1
204,Southampton,Derby,H,0,0,D,10,9,5,5,17,10,7,6,0,2,0,0,26,23,32,35,0,1,0,0,1,0,0,1,0,0,0,1
205,Charlton,Arsenal,H,1,0,H,9,10,4,5,15,12,6,12,1,1,0,0,26,36,35,19,0,0,0,0,0,1,0,0,1,0,0,0
206,Chelsea,Aston Villa,H,1,0,H,13,7,5,3,15,19,2,5,0,1,0,0,37,23,27,19,0,0,0,0,1,0,0,0,0,1,1,0
207,Coventry,Man City,D,0,0,D,19,10,9,5,16,15,12,8,1,2,0,0,19,25,35,33,0,0,0,0,1,1,0,0,0,0,0,1
208,Derby,Everton,H,1,0,H,7,9,3,6,9,18,5,11,2,3,0,0,23,21,35,32,0,0,0,1,0,0,0,0,0,1,0,1
209,Leeds,Middlesbrough,D,0,1,A,16,5,5,3,14,15,5,1,2,3,0,0,27,21,28,28,0,0,0,1,0,1,0,0,0,0,1,1
210,Leicester,Bradford,A,1,2,A,9,8,3,4,11,14,5,3,0,3,0,0,24,16,23,38,0,0,0,1,1,0,0,0,0,1,1,1
211,Liverpool,Southampton,H,1,1,D,16,7,8,3,8,5,15,2,0,1,0,0,39,27,26,32,0,0,0,1,1,1,0,0,0,1,0,0
212,Man United,West Ham,H,2,0,H,25,9,12,5,17,13,8,2,1,2,0,0,48,31,15,24,0,0,1,0,1,0,0,0,0,0,1,0
213,Sunderland,Ipswich,H,1,1,D,16,9,9,3,15,10,4,3,1,5,0,0,25,32,21,22,0,0,1,0,0,0,0,0,1,0,0,1
214,Tottenham,Newcastle,H,3,1,H,16,9,10,4,11,10,9,6,0,2,1,2,26,23,32,26,0,0,1,0,0,1,0,0,1,0,1,0
215,Arsenal,Chelsea,D,1,0,H,15,12,8,8,13,15,10,3,1,4,0,0,38,38,21,27,0,0,1,0,1,1,0,0,1,1,0,0
216,Aston Villa,Liverpool,A,0,2,A,5,12,1,6,7,10,1,4,2,0,0,0,23,39,22,26,0,1,0,1,0,0,0,0,1,0,1,1
217,Bradford,Man United,A,0,0,D,9,20,3,11,11,11,1,9,1,0,0,0,16,48,38,15,0,0,1,1,0,0,0,0,1,1,0,1
218,Everton,Tottenham,D,0,0,D,17,4,8,1,11,15,9,0,1,0,0,0,21,26,33,32,0,0,1,1,1,1,0,0,1,1,1,0
219,Man City,Leeds,A,0,1,A,5,10,3,6,23,17,4,5,5,3,0,0,26,31,37,28,0,1,0,0,0,0,0,1,0,1,0,0
220,Middlesbrough,Derby,H,1,0,H,13,6,8,3,8,14,4,5,0,4,0,0,23,24,30,36,0,0,1,1,1,0,0,1,0,0,0,1
221,Newcastle,Coventry,H,1,0,H,11,12,6,5,6,9,2,7,0,3,0,0,25,21,30,37,0,1,0,0,0,1,0,1,0,0,1,0
222,Southampton,Charlton,D,0,0,D,17,10,6,4,8,12,9,3,0,0,0,0,28,31,34,36,0,1,0,0,1,0,0,0,1,1,1,1
223,West Ham,Sunderland,A,0,1,A,13,7,6,5,20,21,9,6,4,2,0,0,31,29,26,22,0,1,0,0,1,1,0,1,0,0,0,0
224,Ipswich,Leicester,H,0,0,D,22,6,9,3,14,10,8,1,1,1,0,0,33,24,26,25,0,0,1,1,0,1,0,1,0,0,1,1
225,Chelsea,Ipswich,H,1,1,D,23,5,10,2,11,12,11,1,3,0,0,1,39,33,28,26,0,0,0,0,1,0,0,0,1,0,0,1
226,Coventry,Everton,A,0,3,A,9,8,5,4,9,22,15,3,0,1,0,0,21,21,37,33,0,0,0,0,1,1,0,0,0,1,0,1
227,Derby,Man City,D,0,0,D,9,10,3,4,17,22,5,4,2,2,0,0,24,27,36,38,0,0,0,1,0,0,0,0,0,0,0,1
228,Leeds,Newcastle,A,1,2,A,12,11,5,7,12,18,16,1,2,1,0,0,32,25,31,30,0,0,0,1,0,1,0,0,1,0,1,0
229,Leicester,Arsenal,D,0,0,D,3,13,0,4,6,8,1,9,2,2,1,0,24,38,25,22,0,0,0,1,1,0,0,0,1,0,0,0
230,Liverpool,Middlesbrough,D,0,0,D,22,4,7,2,9,10,7,3,1,1,0,0,42,27,26,30,0,0,0,1,1,1,0,0,0,0,1,1
231,Man United,Aston Villa,H,0,0,D,12,5,7,3,10,19,7,3,1,2,0,0,54,24,16,26,0,0,1,0,1,0,0,0,0,1,1,0
232,Tottenham,Southampton,D,0,0,D,9,9,4,6,10,15,6,0,0,1,0,0,30,28,34,34,0,0,1,0,0,1,0,0,0,1,0,0
233,Sunderland,Bradford,D,0,0,D,14,7,6,3,10,13,8,7,0,1,0,0,31,16,22,41,0,0,1,0,0,0,0,0,0,1,1,1
234,Charlton,West Ham,D,1,0,H,9,18,3,3,11,8,0,5,0,1,0,0,31,32,36,27,0,0,0,0,0,1,0,0,0,0,1,0
235,Aston Villa,Leeds,A,1,1,D,12,7,4,3,11,10,5,3,2,0,0,0,24,34,26,32,0,1,0,1,0,0,0,1,0,1,0,0
236,Arsenal,Bradford,H,2,0,H,20,6,8,2,12,14,6,3,1,2,0,0,39,16,23,41,0,0,1,0,1,1,0,0,0,1,1,1
237,Charlton,Derby,H,1,1,D,13,6,9,3,13,14,9,3,2,1,0,0,31,24,36,40,0,0,0,0,0,1,0,1,0,0,0,1
238,Chelsea,Newcastle,H,1,1,D,14,4,4,2,12,19,7,2,1,3,0,0,43,28,29,31,0,0,0,0,1,0,0,0,1,0,1,0
239,Everton,Middlesbrough,D,0,1,A,17,6,8,3,17,12,9,1,1,5,0,0,24,27,34,30,0,0,1,1,1,1,0,0,0,0,1,1
240,Leeds,Coventry,H,0,0,D,11,3,6,1,18,19,9,2,4,5,0,0,35,23,32,43,0,0,0,1,0,1,0,1,0,0,1,0
241,Man City,Liverpool,D,0,1,A,4,16,2,3,17,13,5,11,1,1,0,0,28,43,43,27,0,1,0,0,0,0,0,0,1,0,1,1
242,Southampton,Leicester,H,0,0,D,10,6,5,3,14,12,3,3,0,3,0,0,28,24,34,26,0,1,0,0,1,0,0,1,0,0,1,1
243,Sunderland,Man United,A,0,0,D,9,13,2,7,15,13,3,2,2,0,2,1,31,56,22,16,0,0,1,0,0,0,0,0,1,1,0,1
244,West Ham,Tottenham,D,0,0,D,17,14,6,6,9,16,9,4,1,1,0,0,32,30,27,34,0,1,0,0,1,1,0,0,1,1,1,0
245,Bradford,Aston Villa,A,0,0,D,9,13,2,6,14,14,3,4,2,0,0,0,16,27,43,26,0,0,1,1,0,0,0,0,0,1,1,0
246,Coventry,Arsenal,A,0,0,D,12,8,4,6,13,14,3,7,3,4,0,0,23,39,43,23,0,0,0,0,1,1,0,0,1,0,0,0
247,Derby,Sunderland,H,1,0,H,9,17,3,5,16,18,3,4,7,3,0,0,25,31,41,22,0,0,0,1,0,0,0,1,0,0,0,0
248,Ipswich,Leeds,A,0,2,A,11,10,6,3,10,15,3,4,1,2,1,0,36,35,30,32,0,0,1,1,0,1,0,1,0,1,0,0
249,Leicester,Chelsea,H,1,0,H,10,8,5,4,7,13,2,7,0,1,0,0,24,46,26,30,0,0,0,1,1,0,0,0,1,1,0,0
250,Liverpool,West Ham,H,2,0,H,14,8,10,3,9,6,5,3,0,1,0,1,46,32,27,30,0,0,0,1,1,1,0,0,0,0,1,0
251,Man United,Everton,H,0,0,D,8,5,1,1,8,11,2,5,0,2,0,0,57,26,16,37,0,0,1,0,1,0,0,0,0,1,0,1
252,Middlesbrough,Man City,D,0,1,A,14,6,6,3,12,14,4,2,0,2,1,0,29,29,32,44,0,0,1,1,1,0,0,0,0,0,0,1
253,Tottenham,Charlton,D,0,0,D,9,7,3,2,17,14,2,3,2,0,0,0,30,34,34,38,0,0,1,0,0,1,0,0,1,1,1,1
254,Everton,Leeds,D,1,0,H,7,9,4,5,18,18,4,7,2,1,0,0,26,37,37,33,0,0,1,1,1,1,0,1,0,1,0,0
255,Arsenal,Ipswich,H,0,0,D,17,5,10,3,16,15,11,3,2,1,0,0,41,37,23,32,0,0,1,0,1,1,0,0,1,0,0,1
256,Aston Villa,Middlesbrough,D,1,0,H,15,6,4,3,11,11,7,4,1,1,0,0,28,29,27,32,0,1,0,1,0,0,0,0,0,0,1,1
257,Chelsea,Man United,D,1,0,H,8,16,4,6,16,12,3,8,0,2,0,0,47,57,32,16,0,0,0,0,1,0,0,0,1,1,0,1
258,Everton,Leicester,H,2,0,H,9,9,6,2,12,7,7,2,3,2,0,0,26,26,37,27,0,0,1,1,1,1,0,1,0,0,1,1
259,Leeds,Derby,D,0,0,D,12,3,6,2,11,17,17,4,2,5,0,0,37,26,33,43,0,0,0,1,0,1,0,1,0,0,0,1
260,Man City,Tottenham,A,0,0,D,11,11,4,4,17,10,7,3,1,0,0,0,30,30,45,34,0,1,0,0,0,0,0,0,1,1,1,0
261,Southampton,Bradford,H,0,0,D,12,4,6,1,9,16,8,0,0,1,0,0,31,16,34,48,0,1,0,0,1,0,0,0,0,1,1,1
262,Sunderland,Liverpool,D,0,0,D,9,8,6,4,15,25,9,6,5,3,0,0,31,47,24,28,0,0,1,0,0,0,0,0,1,0,1,1
263,Charlton,Newcastle,H,2,0,H,11,5,4,3,10,12,4,11,2,1,0,0,34,32,38,37,0,0,0,0,0,1,0,0,1,0,1,0
264,West Ham,Coventry,D,0,0,D,21,13,9,4,13,16,5,4,2,5,0,0,33,23,31,45,0,1,0,0,1,1,0,1,0,0,1,0
265,Bradford,West Ham,A,0,1,A,15,11,5,5,9,10,7,1,1,2,0,0,16,33,48,31,0,0,1,1,0,0,0,0,0,0,1,0
266,Coventry,Charlton,D,1,1,D,17,15,7,7,15,11,3,7,0,0,0,0,23,34,45,38,0,0,0,0,1,1,0,0,1,1,1,1
267,Derby,Aston Villa,H,1,0,H,9,19,5,7,9,10,1,9,1,1,0,0,27,28,43,28,0,0,0,1,0,0,0,0,0,1,1,0
268,Ipswich,Everton,H,0,0,D,12,8,6,2,11,14,3,2,1,2,0,1,37,28,33,39,0,0,1,1,0,1,0,0,0,1,0,1
269,Leicester,Sunderland,H,1,0,H,11,9,7,3,13,16,6,5,0,4,0,1,27,31,29,24,0,0,0,1,1,0,0,1,0,0,0,0
270,Middlesbrough,Southampton,A,0,0,D,11,10,6,5,9,9,3,6,1,0,0,0,31,32,34,34,0,0,1,1,1,0,0,0,0,1,0,0
271,Newcastle,Man City,A,0,0,D,10,11,3,3,18,11,5,5,1,0,0,0,32,30,38,46,0,1,0,0,0,1,0,0,0,0,0,1
272,Tottenham,Leeds,A,1,1,D,13,15,4,9,16,14,5,12,2,1,0,0,31,39,34,35,0,0,1,0,0,1,0,1,0,1,0,0
273,Man United,Arsenal,H,5,1,H,16,6,9,2,10,6,3,3,0,0,0,0,59,43,17,23,0,0,1,0,1,0,0,0,1,0,0,0
274,Arsenal,West Ham,H,3,0,H,16,4,6,2,19,12,5,6,2,3,0,0,43,35,23,32,0,0,1,0,1,1,0,0,0,0,1,0
275,Coventry,Chelsea,D,0,0,D,17,24,10,11,13,15,5,8,2,2,0,0,24,48,46,33,0,0,0,0,1,1,0,0,1,1,0,0
276,Derby,Tottenham,H,2,0,H,8,13,4,7,20,12,6,7,2,3,0,0,27,31,43,34,0,0,0,1,0,0,0,0,1,1,1,0
277,Everton,Newcastle,D,0,0,D,16,4,6,2,13,12,4,1,1,2,0,0,30,32,40,38,0,0,1,1,1,1,0,0,1,0,1,0
278,Leeds,Man United,D,0,0,D,18,5,10,5,25,21,14,3,3,5,0,0,39,59,35,17,0,0,0,1,0,1,0,0,1,1,0,1
279,Leicester,Liverpool,H,0,0,D,9,8,7,3,9,7,4,7,1,1,0,0,29,47,29,30,0,0,0,1,1,0,0,0,1,0,1,1
280,Man City,Southampton,A,0,0,D,15,6,7,1,15,15,5,6,1,1,0,0,31,33,46,34,0,1,0,0,0,0,0,0,0,1,0,0
281,Middlesbrough,Charlton,D,0,0,D,8,11,2,8,13,12,4,5,1,1,0,0,31,38,35,40,0,0,1,1,1,0,0,0,1,1,1,1
282,Ipswich,Bradford,H,0,1,A,21,7,8,5,13,14,7,2,0,4,0,0,42,18,34,53,0,0,1,1,0,1,0,0,0,1,1,1
283,Sunderland,Aston Villa,D,0,0,D,18,6,12,2,17,18,5,3,1,2,0,0,32,31,27,30,0,0,1,0,0,0,0,0,0,1,1,0
284,West Ham,Chelsea,A,0,2,A,7,17,2,6,12,9,1,0,2,2,0,0,35,50,35,33,0,1,0,0,1,1,0,0,1,1,0,0
285,Aston Villa,Ipswich,H,0,1,A,9,8,5,3,15,11,6,2,1,1,0,0,31,42,30,34,0,1,0,1,0,0,0,0,1,0,0,1
286,Bradford,Man City,D,0,1,A,16,10,7,3,13,12,3,3,2,1,0,0,18,31,53,46,0,0,1,1,0,0,0,0,0,0,0,1
287,Charlton,Leeds,A,1,1,D,7,7,3,5,19,13,2,5,3,5,0,0,38,41,40,36,0,0,0,0,0,1,0,1,0,1,0,0
288,Chelsea,Sunderland,A,2,1,H,14,11,6,7,15,26,4,5,0,0,0,0,50,32,33,27,0,0,0,0,1,0,0,1,0,0,0,0
289,Man United,Leicester,H,0,0,D,19,5,8,2,11,13,14,2,1,1,0,0,65,31,18,29,0,0,1,0,1,0,0,1,0,0,1,1
290,Newcastle,Middlesbrough,A,0,2,A,16,7,5,4,14,19,5,1,0,3,0,1,34,31,41,35,0,1,0,0,0,1,0,0,0,0,1,1
291,Southampton,Everton,H,0,0,D,17,5,5,1,13,18,6,6,1,1,0,0,34,31,34,43,0,1,0,0,1,0,0,0,0,1,0,1
292,Tottenham,Coventry,H,2,0,H,12,11,4,5,13,10,5,8,0,1,0,0,33,26,38,48,0,0,1,0,0,1,0,1,0,0,1,0
293,West Ham,Ipswich,A,0,0,D,5,13,2,5,14,8,4,5,0,0,0,0,35,43,37,36,0,1,0,0,1,1,0,0,1,0,0,1
294,Aston Villa,Arsenal,D,0,0,D,4,14,2,5,16,13,3,3,2,2,0,1,31,47,30,29,0,1,0,1,0,0,0,0,1,0,0,0
295,Liverpool,Derby,D,0,1,A,18,7,8,4,11,9,9,3,2,2,0,0,50,30,31,44,0,0,0,1,1,1,0,1,0,0,0,1
296,Arsenal,Tottenham,H,0,0,D,25,4,19,3,5,6,12,2,0,1,0,0,47,33,29,38,0,0,1,0,1,1,0,0,1,1,1,0
297,Bradford,Newcastle,D,2,1,H,22,14,8,7,17,23,10,8,0,1,0,0,20,34,55,41,0,0,1,1,0,0,0,0,1,0,1,0
298,Chelsea,Middlesbrough,H,1,0,H,17,7,5,3,19,10,4,3,2,1,0,0,52,31,37,35,0,0,0,0,1,0,0,0,0,0,1,1
299,Coventry,Derby,H,1,0,H,12,14,7,8,12,16,9,4,0,1,1,0,26,30,48,44,0,0,0,0,1,1,0,1,0,0,0,1
300,Liverpool,Man United,H,2,0,H,15,9,6,3,8,8,6,4,1,1,1,0,51,68,32,19,0,0,0,1,1,1,0,0,1,1,0,1
301,Man City,Aston Villa,A,1,2,A,12,8,6,7,18,13,9,2,6,4,1,0,33,34,49,31,0,1,0,0,0,0,0,0,0,1,1,0
302,Sunderland,Leeds,A,0,1,A,14,7,8,4,17,10,8,4,2,2,0,1,37,44,30,38,0,0,1,0,0,0,0,1,0,1,0,0
303,West Ham,Everton,A,0,1,A,17,10,6,7,16,16,8,2,3,2,1,0,35,31,38,44,0,1,0,0,1,1,0,0,0,1,0,1
304,Charlton,Leicester,H,1,0,H,16,5,9,1,12,9,6,2,2,2,0,0,39,31,42,33,0,0,0,0,0,1,0,1,0,0,1,1
305,Southampton,Ipswich,A,0,1,A,11,11,3,5,17,15,6,7,2,1,0,0,34,44,37,36,0,1,0,0,1,0,0,0,1,0,0,1
306,Aston Villa,Leicester,H,1,1,D,9,6,5,2,11,12,10,3,2,2,0,0,34,31,31,33,0,1,0,1,0,0,0,1,0,0,1,1
307,Aston Villa,West Ham,D,0,0,D,6,7,4,5,5,3,5,3,1,3,0,0,34,35,31,38,0,1,0,1,0,0,0,0,0,0,1,0
308,Derby,Chelsea,A,0,0,D,3,10,2,7,13,7,1,9,1,1,0,0,31,54,45,38,0,0,0,1,0,0,0,0,1,1,0,0
309,Leeds,Southampton,H,1,0,H,15,6,7,2,10,11,10,1,0,0,0,0,44,34,38,37,0,0,0,1,0,1,0,0,0,1,0,0
310,Leicester,Coventry,A,1,2,A,9,15,4,5,9,19,4,9,3,2,0,0,32,28,35,51,0,0,0,1,1,0,0,1,0,0,1,0
311,Everton,Man City,H,2,1,H,11,13,7,5,17,18,8,8,0,3,1,1,33,34,44,52,0,0,1,1,1,1,0,0,0,0,0,1
312,Middlesbrough,Sunderland,D,0,0,D,12,12,6,4,22,22,3,2,5,3,1,0,34,37,38,32,0,0,1,1,1,0,0,1,0,0,0,0
313,Ipswich,Liverpool,D,0,0,D,8,7,5,2,10,15,6,1,0,0,0,0,47,52,36,34,0,0,1,1,0,1,0,0,1,0,1,1
314,Man United,Charlton,H,1,0,H,23,3,8,2,8,9,12,4,1,1,0,0,68,41,21,42,0,0,1,0,1,0,0,0,1,1,1,1
315,Tottenham,Bradford,H,1,1,D,17,10,13,5,13,9,5,7,1,1,0,0,36,23,40,59,0,0,1,0,0,1,0,0,0,1,1,1
316,Man City,Arsenal,A,0,4,A,7,15,2,8,10,8,7,3,2,0,0,0,34,49,52,29,0,1,0,0,0,0,0,0,1,0,0,0
317,Bradford,Charlton,H,0,0,D,4,3,8,8,13,21,3,7,1,3,0,0,23,41,59,42,0,0,1,1,0,0,0,0,1,1,1,1
318,Liverpool,Leeds,A,0,2,A,11,9,5,3,19,16,8,2,3,1,1,0,52,46,34,38,0,0,0,1,1,1,0,1,0,1,0,0
319,Arsenal,Middlesbrough,A,0,2,A,17,6,8,2,13,11,9,0,1,1,0,0,49,34,29,38,0,0,1,0,1,1,0,0,0,0,1,1
320,Aston Villa,Everton,H,1,1,D,8,5,5,3,13,14,5,3,0,3,0,0,38,36,34,45,0,1,0,1,0,0,0,0,0,1,0,1
321,Chelsea,Southampton,H,1,0,H,14,9,8,5,11,19,7,6,3,3,0,0,59,34,38,40,0,0,0,0,1,0,0,0,0,1,0,0
322,Ipswich,Newcastle,H,0,0,D,14,6,5,2,6,13,9,3,0,1,0,1,48,38,37,45,0,0,1,1,0,1,0,0,1,0,1,0
323,Leicester,Man City,A,1,1,D,15,8,9,3,13,26,5,1,2,3,0,0,33,35,38,55,0,0,0,1,1,0,0,0,0,0,0,1
324,Man United,Coventry,H,2,2,D,28,9,13,4,9,18,9,2,1,4,0,0,70,31,22,52,0,0,1,0,1,0,0,1,0,0,1,0
325,Sunderland,Tottenham,A,2,0,H,13,8,4,6,12,15,3,3,1,2,0,0,37,38,32,41,0,0,1,0,0,0,0,0,1,1,1,0
326,West Ham,Derby,H,3,0,H,18,6,10,3,10,18,3,5,0,2,0,0,37,31,42,51,0,1,0,0,1,1,0,1,0,0,0,1
327,Coventry,Sunderland,H,1,0,H,14,6,9,3,15,21,6,3,3,0,0,0,31,37,52,32,0,0,0,0,1,1,0,1,0,0,0,0
328,Derby,Leicester,H,1,0,H,10,7,6,4,17,16,5,6,0,0,0,0,31,33,51,38,0,0,0,1,0,0,0,1,0,0,1,1
329,Everton,Liverpool,A,1,1,D,10,10,7,6,19,15,2,5,4,2,1,0,36,55,45,36,0,0,1,1,1,1,0,0,1,0,1,1
330,Middlesbrough,Ipswich,A,1,0,H,4,12,1,5,8,8,5,4,0,0,0,0,37,49,38,37,0,0,1,1,1,0,0,0,1,0,0,1
331,Newcastle,West Ham,H,1,0,H,20,13,14,6,19,9,7,5,0,0,0,0,39,40,46,43,0,1,0,0,0,1,0,0,0,0,1,0
332,Charlton,Aston Villa,D,2,0,H,12,11,5,8,10,15,5,7,3,4,1,0,42,40,46,35,0,0,0,0,0,1,0,0,0,1,1,0
333,Tottenham,Chelsea,A,0,1,A,5,16,1,10,14,11,2,5,2,2,1,0,41,62,43,38,0,0,1,0,0,1,0,0,1,1,0,0
334,Arsenal,Everton,H,1,1,D,10,4,8,2,7,13,10,0,0,2,0,1,53,37,32,47,0,0,1,0,1,1,0,0,0,1,0,1
335,Aston Villa,Southampton,D,0,0,D,9,3,2,3,10,15,4,5,1,2,0,0,40,34,35,40,0,1,0,1,0,0,0,0,0,1,0,0
336,Bradford,Derby,H,1,0,H,15,12,9,3,14,13,3,8,0,2,0,1,27,32,59,54,0,0,1,1,0,0,0,1,0,0,0,1
337,Chelsea,Charlton,A,0,1,A,9,4,1,2,12,14,10,3,3,0,0,0,62,42,38,46,0,0,0,0,1,0,0,0,1,1,1,1
338,Ipswich,Coventry,H,1,0,H,13,6,5,2,22,23,2,3,1,4,0,0,49,33,37,56,0,0,1,1,0,1,0,1,0,0,1,0
339,Leicester,Middlesbrough,A,0,1,A,15,15,4,7,13,11,12,5,3,1,0,0,34,37,40,38,0,0,0,1,1,0,0,0,0,0,1,1
340,Man United,Man City,D,0,0,D,13,6,6,4,14,20,3,2,0,0,1,0,75,37,25,60,0,0,1,0,1,0,0,0,0,0,0,1
341,Sunderland,Newcastle,D,0,0,D,16,9,10,5,17,22,4,8,5,4,0,0,39,40,36,46,0,0,1,0,0,0,0,0,1,0,1,0
342,West Ham,Leeds,A,0,1,A,15,12,10,7,17,13,6,6,5,2,0,1,41,52,45,39,0,1,0,0,1,1,0,1,0,1,0,0
343,Liverpool,Tottenham,H,1,1,D,14,7,8,5,10,13,6,4,1,1,0,0,60,41,37,46,0,0,0,1,1,1,0,0,1,1,1,0
344,Coventry,Liverpool,A,0,0,D,11,13,4,6,15,11,7,7,3,1,0,0,34,60,56,37,0,0,0,0,1,1,0,0,1,0,1,1
345,Derby,Arsenal,A,1,1,D,6,14,2,9,14,13,4,6,3,4,0,0,34,57,54,33,0,0,0,1,0,0,0,0,1,0,0,0
346,Everton,Bradford,H,0,1,A,18,7,9,4,15,15,5,2,1,2,0,0,39,28,50,61,0,0,1,1,1,1,0,0,0,1,1,1
347,Leeds,Chelsea,H,0,0,D,16,7,9,5,22,17,7,2,2,5,0,0,52,62,39,39,0,0,0,1,0,1,0,0,1,1,0,0
